reviewerName,reviewText,overall,verified,reviewTime
Amazon Customer,"did not work with my N64
poor quality made",1,True,"06 11, 2018"
Bryce Milton,"Lovely images, nice color, sharp and contrasty.  Visible distortion in RAF files but none in JPGs.  Useful range, nearly prime quality at most focal lengths.  Wish it were quieter, lighter, smaller, less expensive, had a built-in hood, 77mm filter threads, and maybe even a macro mode, but as it is, this is still a wonderful lens.",4,False,"07 8, 2017"
Rickthegeek,"1 of 2 cables was bad, price was cheap so...

Edit: The day after I posted I was contacted by the seller, I must say I was pleasantly surprised. SPN Performance is a first class Amazon partner. They sent out a new set because of the bad cable. These have a lifetime guarantee, buy with confidence.

Good hdmi cable for the price, and you get 2, I also like the cable ties. It's a good deal.",5,True,"04 22, 2015"
Richard A Hankins,This is a very versatile monitor/TV.  We had a problem with it and this monitor was sent back for repair after only a few months.,4,True,"08 19, 2015"
Tyler R.,"MAAAAN, this RAM is tall. Like, so tall.
It's Corsair, so it won't let you down.",5,True,"10 8, 2016"
Jacob,"Recently I built a new house with HDMI cabling built in and I was able to have my tv mounted and all my DVr and Bluray player in a different place so I wasn't crowding the area where the tv was hanging.  The down side was I only had one HDMI outlet.  Not thinking ahead I was stumped on what to do.  I had almost shelled out 300 dollars for a massive device that in truth I waasn't going to use half of it.  That was when I found this little gem.  With three ports for three devices I was able to hook up everything and run it to the single outlet that was hooked up to the tv in another section of the room.
  Now the only real down side I can say is the length of cord at the end its not very long and if you want to have to bend down to change the port then that's the only real hang up I can find with this.  And since I have only two ports used I am trying to figure out what I can use the thrid for.  Also I got this a day eariler then I was scheduled for.  So that was a plus.  So if you have mutluple devices and want to say a bit of money go for this cable.",5,True,"04 4, 2014"
Nolan Meier,These thing will pound if you have the right boxes. If you are looking for small speakers with a lot of bass these are for you.,5,True,"08 17, 2014"
Richard,my sister loved the backpack,3,True,"09 16, 2017"
Keith Brooks,Great speeds.,5,True,"07 14, 2016"
Anon220,"Beware of cheap aftermarket USB drives.
These are the best.",5,True,"10 20, 2016"
Ryann Balatbat,good price,5,True,"05 26, 2017"
Amazon Customer,Very good headphones,5,True,"06 14, 2015"
D.T.,"Before buying this great innovation, please do consider the following:
1. The mouse was designed to be used without a surface.  Yes, it can also be used on a surface with its optical sensor.  But the designers of this product shaped the mouse to be held comfortably in the air instead of on a desk.  The slim design of the mouse with large buttons makes it a bit unnatural when used on a surface.  However, it fits perfectly in the hand when held in the air.  So, before buying the gyration, please do keep in mind that the designers meant for this product to be used WITHOUT a surface most of the time.
2. After doing a ton of research online, I have found that this is the only wireless input device (besides remotes) that has a range over 10 ft.  In my apartment, I was able to use both devices, keyboard and mouse, as far away as 22-23 feet from the base.  Originally I was losing connection at about 19 feet.  After placing the base at a higher location, I was able to achieve almost 23 feet range.
Many people complain that the mouse is uncomfortable on a desk.  Well, as I stated above, it is not designed to be used on a desk by the computer or else why would the long range be necessary.
If you do a quick search or look on Logitech's web site, you will find that most wireless/cordless input devices' range is only 6 feet.  Why?  because they are designed for the main purpose of reducing clutter.
The gyration product is designed to be used far away from the desktop computer.  Since you will be more than 8-15 feet away from your desktop computer, you will not be able to really see your monitor.
Keep in mind that this product is to be used in conjunction with a computer hooked up to a big screen TV or a projector.
3. The compact keyboard is okay.  The keyboard is the reason I am not giving this product 5 stars.  The keyboard layout can be improved.  It is supposed to be like a laptop keyboard.  For some strange reason, gyration did not mimic laptop keyboard layouts.
Just compare the layout of the gryation keyboard layout to any laptop keyboard, you will immediately notice the differences.
The most annoying one is the ""function"" key being at the bottom left corner instead of the ""ctrl"" key.  The two should be flipped.
I type between 65-80 words per minute on normal keyboards.  The gyration keyboard does slow me down a bit, but I do find too hard get used to.
Definitely think about getting the full sized keyboard instead.
So...
IF you are looking for a wireless input device to REDUCE CLUTTER, do NOT buy this product.
IF you are going to be using a wireless input device on a desk near your desktop computer or laptop more than 85% of the time, do NOT buy this product.
Do buy this product if you are planning to hook up your desktop computer to a big screen TV and sit back on a couch.
This is the best product to set up a computer in the living room without having to mess up your living room look.  The desktop computer can be hidden away without a monitor.
The mouse response is fast.  It does take some practice to get a hang of it.  But remember this is the ONLY full functioning pointing device that can be used in mid-air with long range.
The mouse and keyboard uses the same base station.  Zero conflicts when using both devices at the same time in terms of interferences or slow down.
Let me stress again to all of you looking for wireless input devices.  If you are going to be using your wireless input devices on a desk near your computer, DO NOT buy the gyration. You will hate it.  You should consider products from Logitech which makes great input devices in my opinion.
If you are going to be using the wireless input device without a surface and far away from your computer, this is the perfect and only solution for you.",4,False,"07 17, 2003"
